,filepath,filename,LangOrInstru,startPoint,endPoint,FSkhz,expdur,maxsil,totalLengCur,corpus,mat_filename,speaker/artist,gender,genre,VoiOrNot,corpus_type
14171,data/envCorp/SONYC/audio-2/34_013534.wav,34_013534,,1,384000,48,8,0.0016458333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/34_013534_MS2024.mat,,,,0,env
14172,data/envCorp/SONYC/audio-9/35_009540.wav,35_009540,,1,384000,48,8,0.0012083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/35_009540_MS2024.mat,,,,0,env
14173,data/envCorp/SONYC/audio-9/02_001054.wav,02_001054,,1,384000,48,8,0.0022916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/02_001054_MS2024.mat,,,,0,env
14176,data/envCorp/SONYC/audio-5/32_008802.wav,32_008802,,1,384000,48,8,0.0004375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/32_008802_MS2024.mat,,,,0,env
14177,data/envCorp/SONYC/audio-11/16_016459.wav,16_016459,,1,384000,48,8,0.0047083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_016459_MS2024.mat,,,,0,env
14179,data/envCorp/SONYC/audio-13/20_013205.wav,20_013205,,1,384000,48,8,0.00125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/20_013205_MS2024.mat,,,,0,env
14181,data/envCorp/SONYC/audio-4/35_016455.wav,35_016455,,1,384000,48,8,0.0032291666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/35_016455_MS2024.mat,,,,0,env
14182,data/envCorp/SONYC/audio-8/35_020652.wav,35_020652,,1,384000,48,8,0.0019375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/35_020652_MS2024.mat,,,,0,env
14184,data/envCorp/SONYC/audio-6/41_000136.wav,41_000136,,1,384000,48,8,0.003125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/41_000136_MS2024.mat,,,,0,env
14185,data/envCorp/SONYC/audio-14/48_027767.wav,48_027767,,1,384000,48,8,0.0142708333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/48_027767_MS2024.mat,,,,0,env
14188,data/envCorp/SONYC/audio-0/03_000629.wav,03_000629,,1,384000,48,8,0.0016875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_000629_MS2024.mat,,,,0,env
14189,data/envCorp/SONYC/audio-4/11_007211.wav,11_007211,,1,384000,48,8,0.0024166666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/11_007211_MS2024.mat,,,,0,env
14192,data/envCorp/SONYC/audio-15/03_013716.wav,03_013716,,1,384000,48,8,0.0045208333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_013716_MS2024.mat,,,,0,env
14193,data/envCorp/SONYC/audio-8/19_004378.wav,19_004378,,1,384000,48,8,0.0048333333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/19_004378_MS2024.mat,,,,0,env
14194,data/envCorp/SONYC/audio-7/55_027809.wav,55_027809,,1,384000,48,8,0.0024375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/55_027809_MS2024.mat,,,,0,env
14197,data/envCorp/SONYC/audio-17/22_008425.wav,22_008425,,1,384000,48,8,0.0020625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/22_008425_MS2024.mat,,,,0,env
14198,data/envCorp/SONYC/audio-4/31_005590.wav,31_005590,,1,384000,48,8,0.0001875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/31_005590_MS2024.mat,,,,0,env
14199,data/envCorp/SONYC/audio-17/19_001678.wav,19_001678,,1,384000,48,8,0.0019166666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/19_001678_MS2024.mat,,,,0,env
14202,data/envCorp/SONYC/audio-9/37_000721.wav,37_000721,,1,384000,48,8,0.0044791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/37_000721_MS2024.mat,,,,0,env
14208,data/envCorp/SONYC/audio-8/37_001984.wav,37_001984,,1,384000,48,8,0.0054375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/37_001984_MS2024.mat,,,,0,env
14210,data/envCorp/SONYC/audio-8/01_008890.wav,01_008890,,1,384000,48,8,0.0047083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_008890_MS2024.mat,,,,0,env
14211,data/envCorp/SONYC/audio-13/31_010041.wav,31_010041,,1,384000,48,8,0.0080416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/31_010041_MS2024.mat,,,,0,env
14212,data/envCorp/SONYC/audio-12/06_018555.wav,06_018555,,1,384000,48,8,0.0017708333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/06_018555_MS2024.mat,,,,0,env
14214,data/envCorp/SONYC/audio-3/40_002856.wav,40_002856,,1,384000,48,8,0.0032083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_002856_MS2024.mat,,,,0,env
14215,data/envCorp/SONYC/audio-5/41_008155.wav,41_008155,,1,384000,48,8,0.0087916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/41_008155_MS2024.mat,,,,0,env
14216,data/envCorp/SONYC/audio-8/00_005249.wav,00_005249,,1,384000,48,8,0.0004375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_005249_MS2024.mat,,,,0,env
14217,data/envCorp/SONYC/audio-1/10_010706.wav,10_010706,,1,384000,48,8,0.0020833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_010706_MS2024.mat,,,,0,env
14218,data/envCorp/SONYC/audio-9/04_019002.wav,04_019002,,1,384000,48,8,0.0030833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/04_019002_MS2024.mat,,,,0,env
14219,data/envCorp/SONYC/audio-10/01_012769.wav,01_012769,,1,384000,48,8,0.0026041666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_012769_MS2024.mat,,,,0,env
14221,data/envCorp/SONYC/audio-16/10_006626.wav,10_006626,,1,384000,48,8,0.0021666666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_006626_MS2024.mat,,,,0,env
14224,data/envCorp/SONYC/audio-17/25_005789.wav,25_005789,,1,384000,48,8,0.0017708333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/25_005789_MS2024.mat,,,,0,env
14225,data/envCorp/SONYC/audio-17/39_007821.wav,39_007821,,1,384000,48,8,0.0079583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/39_007821_MS2024.mat,,,,0,env
14226,data/envCorp/SONYC/audio-16/13_011630.wav,13_011630,,1,384000,48,8,0.0004583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/13_011630_MS2024.mat,,,,0,env
14227,data/envCorp/SONYC/audio-6/16_013313.wav,16_013313,,1,384000,48,8,0.0178333333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_013313_MS2024.mat,,,,0,env
14230,data/envCorp/SONYC/audio-6/03_000463.wav,03_000463,,1,384000,48,8,0.0046041666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_000463_MS2024.mat,,,,0,env
14231,data/envCorp/SONYC/audio-7/18_016883.wav,18_016883,,1,384000,48,8,0.000625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/18_016883_MS2024.mat,,,,0,env
14235,data/envCorp/SONYC/audio-8/16_008278.wav,16_008278,,1,384000,48,8,0.0037916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_008278_MS2024.mat,,,,0,env
14236,data/envCorp/SONYC/audio-12/09_004484.wav,09_004484,,1,384000,48,8,0.0253958333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/09_004484_MS2024.mat,,,,0,env
14240,data/envCorp/SONYC/audio-13/33_011274.wav,33_011274,,1,384000,48,8,0.0015208333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/33_011274_MS2024.mat,,,,0,env
14241,data/envCorp/SONYC/audio-9/32_001191.wav,32_001191,,1,384000,48,8,0.0005833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/32_001191_MS2024.mat,,,,0,env
14242,data/envCorp/SONYC/audio-6/10_027321.wav,10_027321,,1,384000,48,8,0.0019375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_027321_MS2024.mat,,,,0,env
14243,data/envCorp/SONYC/audio-17/13_018239.wav,13_018239,,1,384000,48,8,0.0030416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/13_018239_MS2024.mat,,,,0,env
14244,data/envCorp/SONYC/audio-11/28_010278.wav,28_010278,,1,384000,48,8,0.0007916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/28_010278_MS2024.mat,,,,0,env
14246,data/envCorp/SONYC/audio-13/01_012355.wav,01_012355,,1,384000,48,8,0.0058333333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_012355_MS2024.mat,,,,0,env
14247,data/envCorp/SONYC/audio-8/34_013342.wav,34_013342,,1,384000,48,8,0.0008125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/34_013342_MS2024.mat,,,,0,env
14249,data/envCorp/SONYC/audio-7/27_007546.wav,27_007546,,1,384000,48,8,0.0021875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_007546_MS2024.mat,,,,0,env
14251,data/envCorp/SONYC/audio-3/40_001422.wav,40_001422,,1,384000,48,8,0.00175,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_001422_MS2024.mat,,,,0,env
14252,data/envCorp/SONYC/audio-5/27_002559.wav,27_002559,,1,384000,48,8,0.0002291666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_002559_MS2024.mat,,,,0,env
14253,data/envCorp/SONYC/audio-12/32_007309.wav,32_007309,,1,384000,48,8,0.012625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/32_007309_MS2024.mat,,,,0,env
14254,data/envCorp/SONYC/audio-10/27_018331.wav,27_018331,,1,384000,48,8,0.0007083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_018331_MS2024.mat,,,,0,env
14256,data/envCorp/SONYC/audio-18/19_017353.wav,19_017353,,1,384000,48,8,0.0007083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/19_017353_MS2024.mat,,,,0,env
14258,data/envCorp/SONYC/audio-5/01_013456.wav,01_013456,,1,384000,48,8,0.0043541666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_013456_MS2024.mat,,,,0,env
14259,data/envCorp/SONYC/audio-11/09_008903.wav,09_008903,,1,384000,48,8,0.0020416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/09_008903_MS2024.mat,,,,0,env
14260,data/envCorp/SONYC/audio-6/30_002142.wav,30_002142,,1,384000,48,8,0.00175,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/30_002142_MS2024.mat,,,,0,env
14261,data/envCorp/SONYC/audio-1/00_010393.wav,00_010393,,1,384000,48,8,0.0010625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_010393_MS2024.mat,,,,0,env
14264,data/envCorp/SONYC/audio-9/30_005974.wav,30_005974,,1,384000,48,8,0.0024791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/30_005974_MS2024.mat,,,,0,env
14265,data/envCorp/SONYC/audio-11/24_011253.wav,24_011253,,1,384000,48,8,0.0035833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/24_011253_MS2024.mat,,,,0,env
14267,data/envCorp/SONYC/audio-7/00_003940.wav,00_003940,,1,384000,48,8,0.0024375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_003940_MS2024.mat,,,,0,env
14271,data/envCorp/SONYC/audio-13/02_002099.wav,02_002099,,1,384000,48,8,0.0243125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/02_002099_MS2024.mat,,,,0,env
14275,data/envCorp/SONYC/audio-8/23_008150.wav,23_008150,,1,384000,48,8,0.0022916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/23_008150_MS2024.mat,,,,0,env
14276,data/envCorp/SONYC/audio-12/34_012323.wav,34_012323,,1,384000,48,8,0.000875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/34_012323_MS2024.mat,,,,0,env
14277,data/envCorp/SONYC/audio-11/24_017395.wav,24_017395,,1,384000,48,8,0.0015625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/24_017395_MS2024.mat,,,,0,env
14281,data/envCorp/SONYC/audio-10/40_004640.wav,40_004640,,1,384000,48,8,0.002375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_004640_MS2024.mat,,,,0,env
14284,data/envCorp/SONYC/audio-16/25_018318.wav,25_018318,,1,384000,48,8,0.0005208333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/25_018318_MS2024.mat,,,,0,env
14286,data/envCorp/SONYC/audio-8/25_009873.wav,25_009873,,1,384000,48,8,0.0090833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/25_009873_MS2024.mat,,,,0,env
14289,data/envCorp/SONYC/audio-16/41_011092.wav,41_011092,,1,384000,48,8,0.0012708333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/41_011092_MS2024.mat,,,,0,env
14291,data/envCorp/SONYC/audio-17/39_009429.wav,39_009429,,1,384000,48,8,0.0024791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/39_009429_MS2024.mat,,,,0,env
14292,data/envCorp/SONYC/audio-2/07_000092.wav,07_000092,,1,384000,48,8,0.0045416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/07_000092_MS2024.mat,,,,0,env
14293,data/envCorp/SONYC/audio-3/00_009377.wav,00_009377,,1,384000,48,8,0.00075,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_009377_MS2024.mat,,,,0,env
14296,data/envCorp/SONYC/audio-9/07_005592.wav,07_005592,,1,384000,48,8,0.0007916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/07_005592_MS2024.mat,,,,0,env
14297,data/envCorp/SONYC/audio-2/06_007554.wav,06_007554,,1,384000,48,8,0.0051041666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/06_007554_MS2024.mat,,,,0,env
14299,data/envCorp/SONYC/audio-12/18_016519.wav,18_016519,,1,384000,48,8,0.0024791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/18_016519_MS2024.mat,,,,0,env
14304,data/envCorp/SONYC/audio-0/37_001101.wav,37_001101,,1,384000,48,8,0.0022916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/37_001101_MS2024.mat,,,,0,env
14306,data/envCorp/SONYC/audio-14/46_017284.wav,46_017284,,1,384000,48,8,0.0016666666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/46_017284_MS2024.mat,,,,0,env
14309,data/envCorp/SONYC/audio-8/00_007098.wav,00_007098,,1,384000,48,8,0.00125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_007098_MS2024.mat,,,,0,env
14310,data/envCorp/SONYC/audio-18/22_008988.wav,22_008988,,1,384000,48,8,0.0025625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/22_008988_MS2024.mat,,,,0,env
14311,data/envCorp/SONYC/audio-18/23_012572.wav,23_012572,,1,384000,48,8,0.0019375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/23_012572_MS2024.mat,,,,0,env
14313,data/envCorp/SONYC/audio-8/31_002276.wav,31_002276,,1,384000,48,8,0.0011875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/31_002276_MS2024.mat,,,,0,env
14314,data/envCorp/SONYC/audio-3/03_000215.wav,03_000215,,1,384000,48,8,0.001375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_000215_MS2024.mat,,,,0,env
14317,data/envCorp/SONYC/audio-10/33_019149.wav,33_019149,,1,384000,48,8,0.0039791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/33_019149_MS2024.mat,,,,0,env
14318,data/envCorp/SONYC/audio-13/16_010832.wav,16_010832,,1,384000,48,8,0.0025416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_010832_MS2024.mat,,,,0,env
14319,data/envCorp/SONYC/audio-10/16_000004.wav,16_000004,,1,384000,48,8,0.0051875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_000004_MS2024.mat,,,,0,env
14320,data/envCorp/SONYC/audio-10/40_002192.wav,40_002192,,1,384000,48,8,0.00075,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_002192_MS2024.mat,,,,0,env
14322,data/envCorp/SONYC/audio-4/07_003277.wav,07_003277,,1,384000,48,8,0.00525,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/07_003277_MS2024.mat,,,,0,env
14324,data/envCorp/SONYC/audio-12/08_018201.wav,08_018201,,1,384000,48,8,0.0019791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/08_018201_MS2024.mat,,,,0,env
14325,data/envCorp/SONYC/audio-17/16_013424.wav,16_013424,,1,384000,48,8,0.009375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_013424_MS2024.mat,,,,0,env
14327,data/envCorp/SONYC/audio-14/40_000257.wav,40_000257,,1,384000,48,8,0.0019375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_000257_MS2024.mat,,,,0,env
14328,data/envCorp/SONYC/audio-7/24_002578.wav,24_002578,,1,384000,48,8,0.0005416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/24_002578_MS2024.mat,,,,0,env
14329,data/envCorp/SONYC/audio-12/13_010604.wav,13_010604,,1,384000,48,8,0.0038125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/13_010604_MS2024.mat,,,,0,env
14330,data/envCorp/SONYC/audio-8/40_003691.wav,40_003691,,1,384000,48,8,0.0017916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_003691_MS2024.mat,,,,0,env
14331,data/envCorp/SONYC/audio-18/03_009403.wav,03_009403,,1,384000,48,8,0.0013541666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_009403_MS2024.mat,,,,0,env
14333,data/envCorp/SONYC/audio-16/01_010877.wav,01_010877,,1,384000,48,8,0.0064791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_010877_MS2024.mat,,,,0,env
14337,data/envCorp/SONYC/audio-17/32_000834.wav,32_000834,,1,384000,48,8,0.00075,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/32_000834_MS2024.mat,,,,0,env
14338,data/envCorp/SONYC/audio-16/22_005882.wav,22_005882,,1,384000,48,8,0.0013125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/22_005882_MS2024.mat,,,,0,env
14342,data/envCorp/SONYC/audio-7/40_000748.wav,40_000748,,1,384000,48,8,0.00275,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_000748_MS2024.mat,,,,0,env
14343,data/envCorp/SONYC/audio-11/05_005874.wav,05_005874,,1,384000,48,8,0.0039583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/05_005874_MS2024.mat,,,,0,env
14346,data/envCorp/SONYC/audio-9/27_000597.wav,27_000597,,1,384000,48,8,0.0074583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_000597_MS2024.mat,,,,0,env
14348,data/envCorp/SONYC/audio-18/37_008075.wav,37_008075,,1,384000,48,8,0.0069375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/37_008075_MS2024.mat,,,,0,env
14349,data/envCorp/SONYC/audio-4/40_004229.wav,40_004229,,1,384000,48,8,0.001,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_004229_MS2024.mat,,,,0,env
14351,data/envCorp/SONYC/audio-11/03_013016.wav,03_013016,,1,384000,48,8,0.0041041666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_013016_MS2024.mat,,,,0,env
14352,data/envCorp/SONYC/audio-4/01_008329.wav,01_008329,,1,384000,48,8,0.0019791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_008329_MS2024.mat,,,,0,env
14356,data/envCorp/SONYC/audio-4/16_007832.wav,16_007832,,1,384000,48,8,0.0026666666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_007832_MS2024.mat,,,,0,env
14357,data/envCorp/SONYC/audio-3/00_010587.wav,00_010587,,1,384000,48,8,0.0012083333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_010587_MS2024.mat,,,,0,env
14358,data/envCorp/SONYC/audio-14/29_007453.wav,29_007453,,1,384000,48,8,0.0019166666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/29_007453_MS2024.mat,,,,0,env
14360,data/envCorp/SONYC/audio-16/27_004794.wav,27_004794,,1,384000,48,8,0.00075,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_004794_MS2024.mat,,,,0,env
14361,data/envCorp/SONYC/audio-17/01_008636.wav,01_008636,,1,384000,48,8,0.0005833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_008636_MS2024.mat,,,,0,env
14364,data/envCorp/SONYC/audio-13/48_027067.wav,48_027067,,1,384000,48,8,0.0034166666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/48_027067_MS2024.mat,,,,0,env
14368,data/envCorp/SONYC/audio-9/20_000112.wav,20_000112,,1,384000,48,8,0.0140625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/20_000112_MS2024.mat,,,,0,env
14375,data/envCorp/SONYC/audio-15/01_009102.wav,01_009102,,1,384000,48,8,0.0055416666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_009102_MS2024.mat,,,,0,env
14376,data/envCorp/SONYC/audio-7/10_007625.wav,10_007625,,1,384000,48,8,0.0015833333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_007625_MS2024.mat,,,,0,env
14377,data/envCorp/SONYC/audio-12/32_006229.wav,32_006229,,1,384000,48,8,0.0038125,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/32_006229_MS2024.mat,,,,0,env
14378,data/envCorp/SONYC/audio-3/27_013180.wav,27_013180,,1,384000,48,8,0.0016875,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_013180_MS2024.mat,,,,0,env
14381,data/envCorp/SONYC/audio-0/17_012982.wav,17_012982,,1,384000,48,8,0.0009791666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/17_012982_MS2024.mat,,,,0,env
14382,data/envCorp/SONYC/audio-10/14_027785.wav,14_027785,,1,384000,48,8,0.0022708333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/14_027785_MS2024.mat,,,,0,env
14383,data/envCorp/SONYC/audio-1/27_002896.wav,27_002896,,1,384000,48,8,0.0005208333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_002896_MS2024.mat,,,,0,env
14384,data/envCorp/SONYC/audio-6/10_010764.wav,10_010764,,1,384000,48,8,0.0047916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_010764_MS2024.mat,,,,0,env
14385,data/envCorp/SONYC/audio-4/33_007454.wav,33_007454,,1,384000,48,8,0.0030625,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/33_007454_MS2024.mat,,,,0,env
14386,data/envCorp/SONYC/audio-3/24_001818.wav,24_001818,,1,384000,48,8,0.0044583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/24_001818_MS2024.mat,,,,0,env
14389,data/envCorp/SONYC/audio-11/38_011493.wav,38_011493,,1,384000,48,8,0.0021041666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/38_011493_MS2024.mat,,,,0,env
14393,data/envCorp/SONYC/audio-1/24_001189.wav,24_001189,,1,384000,48,8,0.0023333333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/24_001189_MS2024.mat,,,,0,env
14395,data/envCorp/SONYC/audio-10/31_012929.wav,31_012929,,1,384000,48,8,0.0004166666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/31_012929_MS2024.mat,,,,0,env
14396,data/envCorp/SONYC/audio-10/33_007215.wav,33_007215,,1,384000,48,8,0.0022291666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/33_007215_MS2024.mat,,,,0,env
14400,data/envCorp/SONYC/audio-2/04_005490.wav,04_005490,,1,384000,48,8,0.0024583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/04_005490_MS2024.mat,,,,0,env
14404,data/envCorp/SONYC/audio-8/00_004369.wav,00_004369,,1,384000,48,8,0.004,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/00_004369_MS2024.mat,,,,0,env
14405,data/envCorp/SONYC/audio-3/40_003976.wav,40_003976,,1,384000,48,8,0.0009583333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/40_003976_MS2024.mat,,,,0,env
14406,data/envCorp/SONYC/audio-3/37_013515.wav,37_013515,,1,384000,48,8,0.0013958333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/37_013515_MS2024.mat,,,,0,env
14407,data/envCorp/SONYC/audio-6/03_019293.wav,03_019293,,1,384000,48,8,0.00075,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_019293_MS2024.mat,,,,0,env
14408,data/envCorp/SONYC/audio-7/34_027580.wav,34_027580,,1,384000,48,8,0.00175,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/34_027580_MS2024.mat,,,,0,env
14409,data/envCorp/SONYC/audio-3/16_020555.wav,16_020555,,1,384000,48,8,0.0015208333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_020555_MS2024.mat,,,,0,env
14413,data/envCorp/SONYC/audio-9/01_018937.wav,01_018937,,1,384000,48,8,0.0078333333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/01_018937_MS2024.mat,,,,0,env
14414,data/envCorp/SONYC/audio-17/09_008961.wav,09_008961,,1,384000,48,8,0.00075,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/09_008961_MS2024.mat,,,,0,env
14416,data/envCorp/SONYC/audio-10/10_012582.wav,10_012582,,1,384000,48,8,0.0058958333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_012582_MS2024.mat,,,,0,env
14418,data/envCorp/SONYC/audio-17/10_019881.wav,10_019881,,1,384000,48,8,0.0012916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/10_019881_MS2024.mat,,,,0,env
14421,data/envCorp/SONYC/audio-12/03_009517.wav,03_009517,,1,384000,48,8,0.0022291666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/03_009517_MS2024.mat,,,,0,env
14422,data/envCorp/SONYC/audio-11/27_004873.wav,27_004873,,1,384000,48,8,0.0098541666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/27_004873_MS2024.mat,,,,0,env
14424,data/envCorp/SONYC/audio-12/16_013530.wav,16_013530,,1,384000,48,8,0.0048958333333333,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_013530_MS2024.mat,,,,0,env
14425,data/envCorp/SONYC/audio-6/31_010891.wav,31_010891,,1,384000,48,8,0.0037916666666666,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/31_010891_MS2024.mat,,,,0,env
14426,data/envCorp/SONYC/audio-0/16_020237.wav,16_020237,,1,384000,48,8,0.0019375,8,SONYC,STM_output/MATs/env_mat_wl4_SONYC/16_020237_MS2024.mat,,,,0,env
